Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Chemical Engireering,Chemical Engineering Basics, ,"In the blast furnace, incorporation of water vapour in the blast gives the following effect.",Increases the reducing potential of the gas.,Increases the flame temperature.,No significant change occurs.,Increases the hydrogen content in the metal., ,A," No answer description available for this question. <a href=""discussion-9451"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Pick out the wrong statement.,A ferromagnetic material becomes paramagnetic above the 'Curie temperature'.,"Permanent magnets are made of hard materials, whereas electromagnets require soft magnetic materials.","Soft magnetic materials (e.g., pure iron) have higher permeability and low hysterisis loss and coercive forces.",Tungsten steel and alnico are not hard magnetic materials., ,D," No answer description available for this question. <a href=""discussion-9323"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,The usual energy consumption in electric arc furnace steel making is __________ KWh/ton of steel.,60 - 100,400 - 700,1200 -1500,2000 - 2300, ,B," No answer description available for this question. <a href=""discussion-9492"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Maximum permissible air velocity in pipelines is about __________ metre/second.,5,10,20,40, ,B," No answer description available for this question. <a href=""discussion-8831"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Area under the stress-strain curve upto the __________ is referred to as the modulus of resilience.,yield strength,elastic limit,proportional limit,maximum point, ,C," No answer description available for this question. <a href=""discussion-8459"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,__________ is the hardest oxide and is hence used where high wear resistance at high temperature is required.,Beryllia,Zirconia,Alumina,Magnesia, ,C," No answer description available for this question. <a href=""discussion-9369"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Titanium alloys are welded using the Following process:,TIG welding.,Submerged arc welding.,Butt welding.,Electron beam welding., ,A," No answer description available for this question. <a href=""discussion-9454"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,An alloy of Fe - 0.4 % C is,cast iron.,hypo-eutectoid steel.,hyper-eutectoid steel.,eutectoid steel, ,B," No answer description available for this question. <a href=""discussion-9510"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,"A material in which the atoms are arranged regularly in some directions but not in others, is termed as 'mesomorphous material', an example of which is",lead,glass,mica,silver, ,A," No answer description available for this question. <a href=""discussion-9055"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,"In extrusion of metals, which of the following statement is true ?",speed of the extruded material is same as that of ram speed.,Redundant work is a function of the die angle.,Relative motion between the billet surface and the container wall is always present.,Hollow ram is used for indirect extrusion., ,D," No answer description available for this question. <a href=""discussion-9512"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Nuclear fission of one atom of uranium-235 produces the energy equivalent to about __________ MeV.,20,200,500,1000, ,B," No answer description available for this question. <a href=""discussion-8901"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Which of the following parameters is not responsible for the heat loss from a hot steam carrying bare pipe surface located in a room without fans ?,Emissivity of pipe surface.,Diameter & length of the pipe.,Temperature of hot pipe surface & that of air in the room.,none of these., ,D," No answer description available for this question. <a href=""discussion-9257"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Machinability of hard alloys and tool steels is improved by,spherodising,annealing,tempering,normalising, ,B," No answer description available for this question. <a href=""discussion-9299"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Transformation range for ferrous material is the temperature interval during which __________ is formed during its heating.,cementite,austenite,martensite,pearlite, ,B," No answer description available for this question. <a href=""discussion-9379"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Maximum amount of thermal radiation is emitted at all wavelengths at any specified temperature by a/an __________ body.,grey,black,opaque,white, ,A," No answer description available for this question. <a href=""discussion-8920"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,"In condensers used in thermal power plants, steam is normally used in shell side and cooling water on the tube side, because of the reason that","compared to the mass flow rate of cooling water, the rate of condensation of steam is invariably smaller.",maintaining vacuum on tube side is more difficult than that on the shell side.,water velocity can be increased conveniently to increase the overall heat transfer co-efficient because of its lower specific volume compared to steam.,condenser can act as a storage unit for condensed steam., ,C," No answer description available for this question. <a href=""discussion-9751"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Cobalt - 60 is used as a source of __________ in medical therapy & industrial radiography.,X-rays,Î³-rays,Î±-rays,Î²-rays, ,B," No answer description available for this question. <a href=""discussion-8430"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Absolute zero pressure can be attained at a temperature of,0Â°C,50Â°K,0Â°R,none of these, ,C," No answer description available for this question. <a href=""discussion-9086"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,The product out from a cupola is called,wrought iron,pig iron,cast iron,none of these, ,C," No answer description available for this question. <a href=""discussion-9291"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,"Nusselt number is related to Grashoff number (Gr) in turbulent & laminar flow respectively, in respect of free convection over a vertical flat plate as","Gr0.25, Gr","Gr0.25, Gr0.33","Gr, Gr0.25","Gr0.33, Gr0.25", ,A," No answer description available for this question. <a href=""discussion-9259"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,"If the demand for an item is trebled and the order cost is reduced to one third, then the economic order quantity",is trebled.,remains unchanged.,decreases by a factor of 3.,decreases by a factor of 1/3., ,B," No answer description available for this question. <a href=""discussion-9773"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Copper deposits are found in India at the following location:,Kudremukh,Kolar,Khetri,Ramagundam, ,C," No answer description available for this question. <a href=""discussion-9452"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Electrical conductivities of semi-conductors are of the order of __________ ohm/cm.,10-Mar,103,15-Oct,l015, ,A," No answer description available for this question. <a href=""discussion-9697"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Corrosion of metals can not be prevented by its,tempering,chromising,aluminising,alloying, ,A," No answer description available for this question. <a href=""discussion-8639"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Transition from laminar to turbulent zone in free convection heat transfer is governed by the critical value of,Grashoff number.,Grashoff number & Reynolds number.,Reynolds number.,Grashoff number & Prandtl number., ,D," No answer description available for this question. <a href=""discussion-9727"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,The most economical channel section for the fluid flow is the one for which the discharge is maximum for a given cross-sectional area. Vertical velocity distribution in an open channel for laminar flow can be assumed to be,parabolic,hyperbolic,straight line,none of these, ,A," No answer description available for this question. <a href=""discussion-9228"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Energy of the sun arises mainly from __________ reactions.,fusion,fission,combustion,none of these, ,A," No answer description available for this question. <a href=""discussion-8653"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Which of the following fastening devices has a head at one end and a nut fitted to the other ?,Bolt,Stud,Top bolt,None of these, ,B," No answer description available for this question. <a href=""discussion-9072"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Basics, ,Sudden fall of atmospheric pressure by a large amount is an indication of the,rain,cold wave,storm,fair weather, ,C," No answer description available for this question. <a href=""discussion-8796"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Crystal size in a continuous crystalliser depends upon the,rate of heat transfer.,degree of turbulence.,degree of supersaturation.,"all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-2381"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Heat waves,can not pass through vacuum.,travel in straight line.,can be reflected by a mirror.,both (b) and (c)., ,D," No answer description available for this question. <a href=""discussion-2531"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Air is best heated with steam in a heat exchanger of,plate type.,double pipe type with fin on steam side.,double pipe type with fin on air side.,shell and tube type., ,C," No answer description available for this question. <a href=""discussion-2415"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Which of the following is generally considered as opaque surface towards radiations?,Gases,Solids,Liquids,Both (b) and (c), ,D," No answer description available for this question. <a href=""discussion-2678"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Black liquor generated during paper manufacture is concentrated in a,single effect evaporator.,single effect evaporator followed by a crystalliser.,multiple effect evaporator.,multiple effect evaporators followed by a crystalliser., ,C," No answer description available for this question. <a href=""discussion-2661"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"When vaporisation takes place directly at the heating surface, it is called",film boiling,nucleate boiling,vapour binding,none of these, ,B," No answer description available for this question. <a href=""discussion-2400"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"Steam consumption in kg/hr in case of an evaporator is given by (where, C & E are capacity the economy of the evaporator respectively)",C/E,E/C, CE,"<img src=""https://www.indiabix.com/_files/images/chemical-engineering/heat-transfer/261-399-1.png"">", ,A," No answer description available for this question. <a href=""discussion-2671"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Reynold's analogy states that, Nst Î± f,Nst Î± NRe,NNu Î± f,NRe Î± f, ,A," No answer description available for this question. <a href=""discussion-2558"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"With increase in temperature, the thermal conductivity of non-metallic amorphous solids",decreases,increases,remains constant,first decreases upto certain temperature and then increases, ,B," No answer description available for this question. <a href=""discussion-2563"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Fourier's law applies to the heat transfer by,convection,radiation,conduction,"all (a), (b) & (c)", ,C," No answer description available for this question. <a href=""discussion-2274"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Shell side pressure drop in a shell and tube heat exchanger does not depend upon the,baffle spacing & shell diameter.,tube diameter & pitch.,"viscosity, density & mass velocity of shell side fluid.",none of these., ,D," No answer description available for this question. <a href=""discussion-2705"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"In the equation Q = UAÎt, Ît is",geometric mean temperature difference.,arithmetic mean temperature difference.,logarithmic mean temperature difference.,the difference of average bulk temperatures of hot and cold fluids., ,C," No answer description available for this question. <a href=""discussion-2293"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"With increase in porosity, the thermal conductivity of a solid substance",increases,decreases,remains unchanged,"may increase or decrease, depends on the solid", ,B," No answer description available for this question. <a href=""discussion-2578"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,For an ideal black body,absorptivity = 1,reflectivity = 1,emissivity = 0,transmissivity = 1, ,A," No answer description available for this question. <a href=""discussion-2788"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"In Joule's experiment, an insulated container contains 20 kg of water initially at 25Â°C. It is stirred by an agitator, which is made to turn by a slowly falling body weighing 40 kg through a height of 4 m. The process is repeated 500 times. The acceleration due to gravity is 9.8 ms-2. Neglecting the heat capacity of agitator, the temperature of water (in Â°C) is",40.5,34.4,26.8,25, ,B," No answer description available for this question. <a href=""discussion-2800"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Fouling factor,is a dimensionless quantity.,does not provide a safety factor for design.,accounts for additional resistances to heat flow.,none of these., ,C," No answer description available for this question. <a href=""discussion-2299"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"In case of vertical tube evaporator, with increase in liquor level, the overall heat transfer co-efficient",increases,decreases,is not affected,"may increase or decrease, depends on the feed", ,B," No answer description available for this question. <a href=""discussion-2383"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,The steam ejector is used to,remove condensate from the steam pipelines.,create vacuum.,superheat the steam.,none of these., ,B," No answer description available for this question. <a href=""discussion-2426"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"For shell and tube heat exchanger, with increasing heat transfer area, the purchased cost per unit heat transfer area",increases,decreases,remains constant,passes through a maxima, ,D," No answer description available for this question. <a href=""discussion-2769"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,The thermal efficiency of a reversible heat engine operating between two given thermal reservoirs is 0.4. The device is used either as a refrigerator or as a heat pump between the same reservoirs. Then the coefficient of performance as a refrigerator (COP)R and the co-efficient of performance as a heat pump (COP)HP are,(COP)R =  (COP)HP = 0.6,"(COP)R = 2.5, (COP)HP = 1.5","(COP)R = 1.5, (COP)HP = 2.5",(COP)R = (COP)HP = 2.5, ,C," No answer description available for this question. <a href=""discussion-2744"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Hot water (0.01 m3 /min) enters the tube side of a counter current shell and tube heat exchanger at 80Â°C and leaves at 50Â°C. Cold oil (0.05 m3/min) of density 800 kg/m3 and specific heat of 2 kJ/kg.K enters at 20Â°C. The log mean temperature difference in Â°C is approximately,32,37,45,50, ,A," No answer description available for this question. <a href=""discussion-2791"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"In a heat exchanger, floating head is provided to",facilitate cleaning of the exchanger.,increase the heat transfer area.,relieve stresses caused by thermal expansion.,increase log mean temperature gradient., ,C," No answer description available for this question. <a href=""discussion-2737"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Leidenfrost point is a term concerned with the,condensation of the saturated vapor on a cold surface.,concentration of a corrosive solution by evaporation.,heat transfer between two highly viscous liquids.,boiling of a liquid on a hot surface., ,D," No answer description available for this question. <a href=""discussion-2592"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"A process stream of dilute aqueous solution flowing at the rate of10 Kg.s-1 is to be heated. Steam condensate at 95Â°C is available for heating purpose, also at a rate of 10 Kg.s-1. A 1 - 1 shell and tube heat exchanger is available. The best arrangement is",counter flow with process stream on shell side.,counter flow with process stream on tube side.,parallel flow with process stream on shell side.,parallel flow with process stream on tube side., ,A," No answer description available for this question. <a href=""discussion-2793"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"Heat produced when a steady state current, I passes through an electrical conductor having resistance, 'R' is",IR,I2R,IR2,I2R2, ,B," No answer description available for this question. <a href=""discussion-2511"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Pick out the wrong statement.,Orifice baffles are never used in a shell and tube heat exchanger.,Pressure drop on the shell side of a heat exchanger depends upon tube pitch also.,"In a horizontal tube evaporator, surface blanketing by air is avoided.",Split ring type and pull through type floating heads are two commonly used floating heads is heat exchangers., ,A," No answer description available for this question. <a href=""discussion-2660"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"Convective heat transfer co-efficient in case of fluid flowing in tubes is not affected by the tube length/diameter ratio, if the flow is in the __________ zone.",laminar,transition,both 'a' & 'b',highly turbulent, ,D," No answer description available for this question. <a href=""discussion-2719"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,The actual temperature drop across the heating surface in an evaporator depends on the,feed.,depth of liquid over heating surface.,pressure difference between steam chest and vapour space.,"all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-2352"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Which of the following is not used as a medium for high temperature heating ?,Dowtherm,mercury,liquid metal (e.g. molten sodium),"fused salts (e.g., an eutectic mixture of 53% KNO3, 40% NaNO2and 7% NaNO3)", ,B," No answer description available for this question. <a href=""discussion-2691"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Presence of a non-condensing gas in a condensing vapour,increases the rate of condensation.,decreases thermal resistance.,is desirable to increase the film co-efficient.,none of these., ,D," No answer description available for this question. <a href=""discussion-2325"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Kirchoff s law applies to __________ radiation.,total,monochromatic,both (a)  &  (b),neither (a) nor (b), ,C," No answer description available for this question. <a href=""discussion-2580"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"With the increase of temperature, the Col-burn jH factor",increases.,decreases.,remains unchanged.,"may increase or decrease , depending on temperature.", ,A," No answer description available for this question. <a href=""discussion-2425"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"In case of evaporators, liquid entrainment results primarily due to",high vacuum in the evaporator.,high evaporation rate.,foaming of the solution.,high heat transfer rate., ,C," No answer description available for this question. <a href=""discussion-2593"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Baffles in the shell side of a shell and tube heat exchanger,increase the cross-section of the shell side liquid.,force the liquid to flow parallel to the bank.,increase the shell side heat transfer co-efficient.,decrease the shell side heat transfer co-efficient., ,C," No answer description available for this question. <a href=""discussion-2357"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Air is to be heated by condensing steam. Two heat exchangers are available (i) a shell and tube heat exchanger and (ii) a finned tube heat exchanger. Tube side heat transfer area are equal in both the cases. The recommended arrangement is,finned tube heat exchanger with air inside and steam outside.,finned tube heat exchanger with air outside and steam inside.,shell and tube heat exchanger with air inside tubes and steam on shell side.,shell and tube heat exchanger with air on shell side and steam inside tubes., ,B," No answer description available for this question. <a href=""discussion-2785"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,The unit of heat transfer co-efficient in SI unit is,J/M2Â°K,W/m2Â°K,W/mÂ°K,J/mÂ°K, ,B," No answer description available for this question. <a href=""discussion-2447"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,The number of kg vaporised per kg of steam fed to the evaporator is defined as,capacity,rate of evaporation,economy,rate of vaporisation, ,C," No answer description available for this question. <a href=""discussion-2339"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Pick out the wrong statement.,"In case of heat transfer by purely forced convection, GR/Re2 â¤ 1.",The equivalent diameter of heat transfer for a duct of square cross-section (having each side as 'x') is equal to 4x.,Distillation process is not the same as evaporation.,The effectiveness of nucleate boiling depends basically on the ease with which the bubbles are formed and detached from the heating surface., ,B," No answer description available for this question. <a href=""discussion-2682"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Economy of a multiple effect evaporator is not influenced much by the,boiling point elevations,temperature of the feed,rate of heat transfer,ratio of the weight of the thin liquor to thick liquor, ,A," No answer description available for this question. <a href=""discussion-2388"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Increasing the liquor level in the evaporator results in the,decreased capacity.,increase in liquor film co-efficient.,decreased effect of hydrostatic head.,increased true temperature drop., ,A," No answer description available for this question. <a href=""discussion-2350"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,The equivalent diameter for pressure drop is __________ that for heat transfer.,smaller than,greater than,equal to,not related with, ,A," No answer description available for this question. <a href=""discussion-2370"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"Controlling heat transfer film co-efficient is the one, which offers __________ resistance to heat transfer.",no,the least,the largest,lower, ,C," No answer description available for this question. <a href=""discussion-2487"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"The heat flux (from outside to inside) across an insulating wall with thermal conductivity, K= 0.04 W/m.Â°K and thickness 0.16m is 10 W/m2. The temperature of the inside wall is   - 5Â°C. The outside wall temperature is",25Â°C,30Â°C,35Â°C,40Â°C, ,C," No answer description available for this question. <a href=""discussion-2751"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Thermal conductivity of a conducting solid material depends upon its,temperature,porosity,both (a) & (b),neither (a) nor (b), ,C," No answer description available for this question. <a href=""discussion-2636"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Pick out the wrong statement.,The controlling resistance in case of heating of air by condensing steam is in the air film.,The log mean temperature difference (LMTD) for counter flow and parallel flow can be theoretically same when any one of the fluids (hot or cold fluid) passes through the heat exchanger at constant temperature.,"In case of a 1 - 2 shell and tube heat exchanger, the LMTD correction factor value increases sharply, when a temperature cross occurs.",Phase change in case of a pure fluid at a given pressure from liquid to vapor or vice-versa occurs at saturation temperature., ,C," No answer description available for this question. <a href=""discussion-2643"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"The average heat transfer co-efficient for laminar film condensation on vertical surface is inversely proportional to (where, ÎT = Temperature drop across condensate film )",(ÎT)2,ÎT ,(ÎT)1/4,(ÎT)3/2, ,C," No answer description available for this question. <a href=""discussion-2454"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"Bulk of the convective heat transfer resistance from a hot tube surface to the fluid flowing in it, is",in the central core of the fluid.,uniformly distributed throughout the fluid.,mainly confined to a thin film of fluid near the surface.,none of these., ,C," No answer description available for this question. <a href=""discussion-2715"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,Which of the following is concerned with both heat and mass transfer ?,Lewis relationship,Nusselt number,Kutateladze number,Froude number, ,A," No answer description available for this question. <a href=""discussion-2613"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"A backward feed multiple effect evaporator is better than forward feed for concentrating cold feed, because it provides",higher economy,lower capacity,both (a) & (b),lower economy, ,A," No answer description available for this question. <a href=""discussion-2548"">Let us discuss</a>. "
Chemical Engireering,Heat Transfer, ,"A 10 cm dia steam pipe, carrying steam at 180Â°C, is covered with an insulation (conductivity = 0.6 W/m.Â°C). It losses heat to the surroundings at 30Â°C. Assume a heat transfer co-efficient of 0.8 W/m2.Â°C for heat transfer from surface to the surroundings. Neglect wall resistance of the pipe and film resistance of steam. If the insulation thickness is 2 cms, the rate of heat loss from this insulated pipe will be",greater than that for uninsulated steam pipe.,less than that of the uninsulated steam pipe.,equal to that of the uninsulated steam pipe.,less than the steam pipe with 5 cms insulation., ,B," No answer description available for this question. <a href=""discussion-2778"">Let us discuss</a>. "
Chemical Engireering,Mass Transfer, ,Mass transfer rate between two fluid phases does not necessarily depend on the __________ of the two phases.,chemical properties,physical properties,degree of turbulence,interfacial area, ,A," No answer description available for this question. <a href=""discussion-3915"">Let us discuss</a>. "
Chemical Engireering,Mass Transfer, ,"In a solution containing 0.30 Kg mole of solute and 600 kg of solvent, the molality is",0.5,0.6,2,1, ,A," No answer description available for this question. <a href=""discussion-3628"">Let us discuss</a>. "
Chemical Engireering,Mass Transfer, ,Fenske equation determines the,maximum number of ideal plates.,height of the distillation column.,minimum number of theoretical plates.,optimum reflux ratio., ,C," No answer description available for this question. <a href=""discussion-3450"">Let us discuss</a>. "
Chemical Engireering,Mass Transfer, ,"The term ""cooling range"" in a cooling tower refers to the difference in the temperature of",cold water leaving the tower and the wet bulb temperature of the surrounding air.,hot water entering the tower and the wet bulb temperature of the surrounding air.,hot water entering the tower and the cooled water leaving the tower.,none of these, ,C," No answer description available for this question. <a href=""discussion-3552"">Let us discuss</a>. "
Chemical Engireering,Mass Transfer, ,Which of the following is the most suitable for extraction in a system having very low density difference ?,Mixer-settler extractor,Centrifugal extractor,Pulsed extractor,Packed extraction tower, ,B," No answer description available for this question. <a href=""discussion-3474"">Let us discuss</a>. "
Chemical Engireering,Mass Transfer, ,Total reflux in a distillation operation requires minimum,reboiler load,number of plates,condenser load,"all (a), (b) and (c)", ,B," No answer description available for this question. <a href=""discussion-3687"">Let us discuss</a>. "
