Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
G.K,Misslaneous, ,"Carbon, diamond and graphite are together called",allotropes,isomers,isomorphs,isotopes, ,A," No answer description available for this question. <a href=""discussion-2624"">Let us discuss</a>. "
G.K,Misslaneous, ,Potassium nitrate is used in,medicine,fertiliser,salt,glass, ,B," No answer description available for this question. <a href=""discussion-2620"">Let us discuss</a>. "
G.K,Misslaneous, ,Permanent hardness of water may be removed by the addition of,sodium carbonate,alum,potassium permanganate,lime, ,A," No answer description available for this question. <a href=""discussion-2619"">Let us discuss</a>. "
G.K,Misslaneous, ,Soda water contains,carbonic acid,sulphuric acid,carbon dioxide,nitrous acid, ,C," No answer description available for this question. <a href=""discussion-2629"">Let us discuss</a>. "
G.K,Misslaneous, ,The most important ore of aluminium is,galena,calamine,calcite,bauxite, ,D, Bauxite is an aluminium ore and is the main source of aluminium. 
G.K,Misslaneous, ,Most soluble in water is,camphor,sulphur,common salt,sugar, ,D," No answer description available for this question. <a href=""discussion-2602"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following was to be discovered first in the chromospheres of the sun?,Krypton,Xenon,Neon,Helium, ,D," No answer description available for this question. <a href=""discussion-2651"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following is in liquid form at room temperature?,Lithium,Sodium,Francium,Cerium, ,C," No answer description available for this question. <a href=""discussion-2628"">Let us discuss</a>. "
G.K,Misslaneous, ,Sodium metal is kept under,petrol,alcohol,water,kerosene, ,D," No answer description available for this question. <a href=""discussion-2603"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following are the ingredients of gun metal?,"Iron, Zinc, Titanium","Iron, tin","Iron, Brass, Tin","Copper, Tin", ,D," No answer description available for this question. <a href=""discussion-2648"">Let us discuss</a>. "
G.K,Misslaneous, ,From which mineral is radium obtained?,Rutile,Haematite,Limestone,Pitchblende, ,D," No answer description available for this question. <a href=""discussion-2598"">Let us discuss</a>. "
G.K,Misslaneous, ,What is laughing gas?,Nitrous Oxide,Carbon monoxide,Sulphur dioxide,Hydrogen peroxide, ,A," No answer description available for this question. <a href=""discussion-2599"">Let us discuss</a>. "
G.K,Misslaneous, ,Actinides are the elements with atomic numbers from,97 to 104,101 to 115,89 to 103,36 from 43, ,C," No answer description available for this question. <a href=""discussion-2637"">Let us discuss</a>. "
G.K,Misslaneous, ,The two elements that are frequently used for making transistors are,boron and aluminium,silicon and germanium,iridium and tungsten,niobium and columbium, ,B," No answer description available for this question. <a href=""discussion-2613"">Let us discuss</a>. "
G.K,Misslaneous, ,The filament of an electric bulb is made of,tungsten,nichrome,graphite,iron, ,A," No answer description available for this question. <a href=""discussion-2612"">Let us discuss</a>. "
G.K,Misslaneous, ,Diamond is an allotropic form of,germanium,carbon,silicon,sulphur, ,B," No answer description available for this question. <a href=""discussion-2590"">Let us discuss</a>. "
G.K,Misslaneous, ,"In fireworks, the green flame is produced because of",sodium,barium,mercury,potassium, ,B," No answer description available for this question. <a href=""discussion-2650"">Let us discuss</a>. "
G.K,Misslaneous, ,Permanent hardness of water can be removed by adding,chlorine,washing soda,potassium permanganate,bleaching powder, ,B," No answer description available for this question. <a href=""discussion-2606"">Let us discuss</a>. "
G.K,Misslaneous, ,Marsh gas is,nitrogen,ethane,methane,hydrogen, ,C," No answer description available for this question. <a href=""discussion-2623"">Let us discuss</a>. "
G.K,Misslaneous, ,LPG consists of mainly,"methane, ethane and hexane","ethane, hexane and nonane","methane, hexane and nonane","methane, butane and propane", ,D," No answer description available for this question. <a href=""discussion-2627"">Let us discuss</a>. "
G.K,Misslaneous, ,Air is a/an,compound,element,electrolyte,mixture, ,D," No answer description available for this question. <a href=""discussion-2591"">Let us discuss</a>. "
G.K,Misslaneous, ,"Production of chlorofluorocarbons (CFC) gas which is proposed to be banned in  India, is used in which of the following domestic products?",Television,Refrigerator,Tube light,Cooking gas, ,B," No answer description available for this question. <a href=""discussion-2593"">Let us discuss</a>. "
G.K,Misslaneous, ,Balloons are filled with,nitrogen,helium,oxygen,argon, ,B," No answer description available for this question. <a href=""discussion-2592"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following does not contain a coinage metal?,Silver and Gold,Zinc and Gold,Copper and Silver,Copper and Gold, ,B," No answer description available for this question. <a href=""discussion-2608"">Let us discuss</a>. "
G.K,Misslaneous, ,Which metal pollute the air of a big city?,Copper,Chromium,Lead,Cadmium, ,C," No answer description available for this question. <a href=""discussion-2631"">Let us discuss</a>. "
G.K,Misslaneous, ,Bell metal is an alloy of,nickel and copper,zinc and copper,brass and nickel,tin and copper, ,D," No answer description available for this question. <a href=""discussion-2647"">Let us discuss</a>. "
G.K,Misslaneous, ,Water is a good solvent of ionic salts because,it has a high specific heat,it has no colour,it has a high dipole moment,it has a high boiling point, ,C," No answer description available for this question. <a href=""discussion-2635"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following is not an isotope of hydrogen?,Tritium,Deuterium,Protium,Yttrium, ,D, http://en.wikipedia.org/wiki/Isotopes_of_hydrogen 
G.K,Misslaneous, ,The main constituents of pearls are,calcium oxide and ammonium chloride,calcium carbonate and magnesium carbonate,aragonite and conchiolin,ammonium sulphate and sodium carbonate, ,B," No answer description available for this question. <a href=""discussion-2639"">Let us discuss</a>. "
G.K,Misslaneous, ,Amalgams are,highly coloured alloys,alloys which contain mercury as one of the contents,alloys which have great resistance to abrasion,alloys which contain carbon, ,B," No answer description available for this question. <a href=""discussion-2643"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following is the lightest metal?,Mercury,Lithium,Lead,Silver, ,B," No answer description available for this question. <a href=""discussion-2588"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following metals remain in liquid for under normal conditions?,Radium,Zinc,Uranium,Mercury, ,D," No answer description available for this question. <a href=""discussion-2621"">Let us discuss</a>. "
G.K,Misslaneous, ,"Potassium Permanganate is used for purifying drinking water, because",it is a sterilising agent,it dissolves the impurities of water,it is a reducing agent,it is an oxidising agent, ,D," No answer description available for this question. <a href=""discussion-2633"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following is an element?,Ruby,Sapphire,Emerald,Diamond, ,D," No answer description available for this question. <a href=""discussion-2601"">Let us discuss</a>. "
G.K,Misslaneous, ,The Parliament of India cannot be regarded as a sovereign body because,it can legislate only on subjects entrusted to the Centre by the Constitution,it has to operate within the limits prescribed by the Constitution,the Supreme Court can declare laws passed by parliament as unconstitutional if they contravene the provisions of the Constitution,All of the above, ,D," No answer description available for this question. <a href=""discussion-127"">Let us discuss</a>. "
G.K,Misslaneous, ,"The name of the Laccadive, Minicoy and Amindivi islands was changed to Lakshadweep by an Act of Parliament in",1970,1971,1972,1973, ,D," No answer description available for this question. <a href=""discussion-105"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of the Rajya Sabha are elected by,the people,Lok Sabha,elected members of the legislative assembly,elected members of the legislative council, ,C," <p>Members of Rajya Sabha are elected by the elected members of the Assemblies of States and Union territories in accordance with the system of proportional representation by means of the single transferable vote.</p><p>Ref: <a href=""http://rajyasabha.nic.in/rsnew/faq/freaq1.asp"" target=""_blank"">http://rajyasabha.nic.in/rsnew/faq/freaq1.asp</a></p> "
G.K,Misslaneous, ,The members of the panchayat are,nominated by the district officer,the electorates of the respective territorial constituencies,nominated by local self-government minister of the state,nominated by the block development organization, ,B," The Members of Gram Panchayats, Panch of Gram Kutchahry, Members of Panchayat Samiti and Zila Parishad are elected directly by the electorates of the respective territorial constituencies through universal adult franchise. "
G.K,Misslaneous, ,The power to decide an election petition is vested in the,Parliament,Supreme Court,High courts,Election Commission, ,C," No answer description available for this question. <a href=""discussion-137"">Let us discuss</a>. "
G.K,Misslaneous, ,The present Lok Sabha is the,14th Lok Sabha,15th Lok Sabha,16th Lok Sabha,17th Lok Sabha, ,D," No answer description available for this question. <a href=""discussion-150"">Let us discuss</a>. "
G.K,Misslaneous, ,The Parliament of India can make use of the residuary powers,at all times,only during national emergency,during national emergency as well as constitutional emergency as well in a state,None of the above, ,A," No answer description available for this question. <a href=""discussion-126"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of Lok Sabha hold office for a term of,4 years,5 years,6 years,3 years, ,B," No answer description available for this question. <a href=""discussion-83"">Let us discuss</a>. "
G.K,Misslaneous, ,"The Parliament exercises control over council of ministers, the real executive, in several ways. Which one of the following has been wrongly listed as a method of control over executive?",Questions,Supplementary questions,Adjournment motions,None of the above, ,D," No answer description available for this question. <a href=""discussion-125"">Let us discuss</a>. "
G.K,Misslaneous, ,The number of writs that can be prayed for and issued by the Supreme Court and/or a High Court is,3,4,5,6, ,C," No answer description available for this question. <a href=""discussion-111"">Let us discuss</a>. "
G.K,Misslaneous, ,The minimum age to qualify for election to the Lok Sabha is,25 years,21 years,18 years,35 years, ,A," No answer description available for this question. <a href=""discussion-100"">Let us discuss</a>. "
G.K,Misslaneous, ,The pension of a high court judge is charged to the,Consolidated Fund of India,Consolidated Fund of the state where he last served,Consolidated Funds of the different states where he has served,Contingency Fund of India, ,A," No answer description available for this question. <a href=""discussion-129"">Let us discuss</a>. "
G.K,Misslaneous, ,The preamble says that the state in India will assure the dignity of the individual. The constitution seeks to achieve this object by guaranteeing,equal fundamental rights to each citizen,the right to adequate means of livelihood to each individual,just and humane conditions of work to each individual,equal wages for equal work to each individual irrespective of sex, ,A," No answer description available for this question. <a href=""discussion-145"">Let us discuss</a>. "
G.K,Misslaneous, ,The minimum age of the voter in India is,15 years,18 years,21 years,25 years, ,B," No answer description available for this question. <a href=""discussion-97"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of a State Commission can be removed by the,governor on a report by the Supreme Court,governor on a resolution passed by Parliament,president on a report by the Supreme Court,president on a resolution passed by Parliament, ,C," No answer description available for this question. <a href=""discussion-82"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of the Rajya Sabha are,directly elected by the people on the basis of universal adult franchise,elected by the members of the state legislative assemblies,elected by the members of the state legislative councils,elected by the members of the state legislative councils and state legislative assemblies, ,B, Members of Rajya Sabha are elected by the elected members of the Assemblies of States and Union territories in accordance with the system of proportional representation by means of the single transferable vote. 
G.K,Misslaneous, ,The president addresses both the Houses of Parliament assembled together,during emergency session summoned for the purpose,every session,first session after each general election and the first session of each year,any session, ,C," No answer description available for this question. <a href=""discussion-151"">Let us discuss</a>. "
G.K,Misslaneous, ,The president can dissolve the Lok Sabha on,advice of the prime minister,advice of the chief justice of India,recommendation of Lok Sabha,recommendation of the Rajya Sabha, ,A," No answer description available for this question. <a href=""discussion-157"">Let us discuss</a>. "
G.K,Misslaneous, ,The president can expend out of the Contingency Fund of India,only with the approval of the Parliament,without the approval of the Parliament,only in the case of the national calamities,None of the above, ,B," No answer description available for this question. <a href=""discussion-158"">Let us discuss</a>. "
G.K,Misslaneous, ,The pre-requisite for the enforcement of directive principles of the state policy is,"an effective, hones government",socialist government,active opposition,adequate resources, ,D," No answer description available for this question. <a href=""discussion-149"">Let us discuss</a>. "
G.K,Misslaneous, ,The Objectives Resolution which laid down the main objectives to guide the deliberations of the Assembly was moved by,Sardar Patel,Jawaharlal Nehru,K.M. Munshi,B.R. Ambedkar, ,B," No answer description available for this question. <a href=""discussion-117"">Let us discuss</a>. "
G.K,Misslaneous, ,"The president can advance money to meet unforeseen expenses, pending authorization by Parliament, from",the Consolidated Fund of India,the Contingency Fund,both the above funds,None of the above, ,B," No answer description available for this question. <a href=""discussion-152"">Let us discuss</a>. "
G.K,Misslaneous, ,The position of a chief minister is,similar to that of the prime minister,identical to that of the president,a combination of the position of the prime minister and president,not constitutional, ,A," No answer description available for this question. <a href=""discussion-133"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of the Rajya Sabha are elected for a term,of six years,determined by the state legislative assembly of a state,of four years,None of the above, ,A," No answer description available for this question. <a href=""discussion-92"">Let us discuss</a>. "
G.K,Misslaneous, ,The office of the president can fall vacant due to,resignation,death,removal,All of the above, ,D," No answer description available for this question. <a href=""discussion-118"">Let us discuss</a>. "
G.K,Misslaneous, ,The president can dismiss a member of the council of ministers,on his own,on the recommendation of the prime  ministers,only under emergency conditions,with the consent of the speaker, ,B," No answer description available for this question. <a href=""discussion-156"">Let us discuss</a>. "
G.K,Misslaneous, ,"The president demand for further reforms, attended with the dislocation caused by the non-cooperation movement, led the British government to appoint a Statutory Commission in 1927. This commission was headed by",Sri John Simon,Lord Chelmsford,Lord Minto,E.S. Montague, ,A," No answer description available for this question. <a href=""discussion-160"">Let us discuss</a>. "
G.K,Misslaneous, ,The office of the prime minister of India,has a constitutional basis,has a statutory basis,has conventional basis,None of the above, ,A," No answer description available for this question. <a href=""discussion-120"">Let us discuss</a>. "
G.K,Misslaneous, ,The powers to legislate with respect to any matter not enumerated in any of the three lists are mentioned as residuary powers. Which of the following is empowered to determine finally as to whether or not a particular matter falls in this category,Lok Sabha,Judiciary,Rajya Sabha,Parliament, ,B," No answer description available for this question. <a href=""discussion-139"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of the parliamentary committee,are appointed by the president in consultation with the prime minister,are appointed by the president on the recommendation of the speaker,are taken from various groups and parties in Parliament in proportion to their respective strength,both (b) and (c), ,C," No answer description available for this question. <a href=""discussion-89"">Let us discuss</a>. "
G.K,Misslaneous, ,The name of a candidate for the office of president of India may be proposed by,any five citizens of India,any five members of the Parliament,50 members of electoral college and supported by another 50 members.,ten members of the Electoral College, ,C," No answer description available for this question. <a href=""discussion-104"">Let us discuss</a>. "
G.K,Misslaneous, ,"The Parliament can restrict or abrogate by law, fundamental rights with respect to",the members of the armed forces,the forces charged with the maintenance of public order,the persons employed in any bureau or other organization established by the state for purpose of intelligence,All of the above, ,D," No answer description available for this question. <a href=""discussion-123"">Let us discuss</a>. "
G.K,Misslaneous, ,"Preamble enshrines the ideals of liberty, equality and fraternity - ideals inspired by the",Russian Revolution,Irish Revolution,French Revolution,US Constitution, ,C," No answer description available for this question. <a href=""discussion-142"">Let us discuss</a>. "
G.K,Misslaneous, ,The minimum number of members that must be present to hold the meeting of the Lok Sabha is,one-fourth of the total membership,one-tenth of the total membership of the Houses,50 percent strength of the Lok Sabha,at least 100 members, ,B," No answer description available for this question. <a href=""discussion-101"">Let us discuss</a>. "
G.K,Misslaneous, ,The Parliament enjoys legislative power over subjects in,the union list only,the concurrent list only,both union and concurrent list,"all the three lists, viz. union list, state list and the concurrent list", ,C," No answer description available for this question. <a href=""discussion-124"">Let us discuss</a>. "
G.K,Misslaneous, ,The power to prorogue the Lok Sabha rests with,the speaker,the president,the prime minister,the minister for parliamentary affairs, ,B," No answer description available for this question. <a href=""discussion-138"">Let us discuss</a>. "
G.K,Misslaneous, ,The phrase 'bicameral legislature' means,a single assembly,an elected legislature,a legislature consisting of a lower and an upper chamber,parliamentary system of government, ,C," No answer description available for this question. <a href=""discussion-131"">Let us discuss</a>. "
G.K,Misslaneous, ,The position of the president which was undermined by the 42nd amendment was sub-sequently somewhat retrieved by the,44th amendment,45th amendment,26th amendment,None of the above, ,A," No answer description available for this question. <a href=""discussion-134"">Let us discuss</a>. "
G.K,Misslaneous, ,The oath of office is administered to the members of state council of ministers by,the governor,the chief minister,chief justice of the state high court,speaker of legislative assembly, ,A," No answer description available for this question. <a href=""discussion-113"">Let us discuss</a>. "
G.K,Misslaneous, ,The power of Supreme Court of India to decide  the dispute between the centre and states falls under its,advisory jurisdiction,appellate jurisdiction,original jurisdiction,constitutional jurisdiction, ,C," No answer description available for this question. <a href=""discussion-136"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of Lok Sabha are,directly elected by the people,indirectly elected,nominated,partly elected and partly nominated, ,A," <p>Lok Sabha is composed of representatives of the people chosen by direct election on the basis of the adult suffrage.</p><p>The maximum strength of the House envisaged by the Constitution is 552, which is made up by election of upto 530 members to represent the States, upto 20 members to represent the Union Territories and not more than two members of the Anglo-Indian Community to be nominated by the Hon'ble President, if,  in his/her opinion, that community is not adequately represented in the House. The total elective membership is distributed among the States in such a way that the ratio between the number of seats allotted to each State and the population of the State is, so far as practicable, the same for all States.</p> "
G.K,Misslaneous, ,The parliament can legislate on a subject in the state list,if the Rajya Sabha passes a resolution by two-third majority declaring the subject in state list of national importance,if the legislatures of two or more states recommend to the Parliament to legislate on such a subject with regard to those states,for the implementation of treaties and agreements with foreign powers,All the above, ,D," No answer description available for this question. <a href=""discussion-121"">Let us discuss</a>. "
G.K,Misslaneous, ,The oath of office is administered to the Governor by the,chief justice of India,president,chief justice of high court,speaker of legislative assembly, ,C," No answer description available for this question. <a href=""discussion-112"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of Parliament can express themselves in the House in,English only,Hindi only,English or Hindi,"English, Hindi or mother tongue", ,D," No answer description available for this question. <a href=""discussion-84"">Let us discuss</a>. "
G.K,Misslaneous, ,The nature of the anti-Imperialist struggle was,always peaceful and constitutional,initially constitutional and by large non-violent,based on continuous armed resistance,largely supported by foreign powers, ,B," No answer description available for this question. <a href=""discussion-130"">Let us discuss</a>. "
G.K,Misslaneous, ,The position of the prime minister of India is superior to that of his counter-part in Britain because,India is the biggest democracy,India has adopted the federal system,India has a written constitution,his office enjoys constitutional basis, ,D," No answer description available for this question. <a href=""discussion-135"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of the committees of Parliament are,nominated by the leaders of the various parties in the Parliament,nominated by the prime minister,appointed by the speaker or elected by the House from amongst persons who are not members of Parliament,appointed by the speaker or elected by the House from amongst its own members, ,D," No answer description available for this question. <a href=""discussion-86"">Let us discuss</a>. "
G.K,Misslaneous, ,The parliament can legislate on the subject in the state list,if the President issues an order authorizing it to do so,if the Supreme Court of India gives authority to the Parliament of India in this regard,if the Rajya Sabha passes a resolution by two-third of its to legislate on a state matter in the national interest,None of the above, ,C," No answer description available for this question. <a href=""discussion-122"">Let us discuss</a>. "
G.K,Misslaneous, ,The national flag was adopted by the Constituent Assembly of India on 22 July 1947 and was presented to the nation at the midnight session of the Assembly on 14th August 1947 on behalf of,the minorities of India,the National Integration Council,the women of India,the people of India, ,C," The National Flag of India was adopted by the Constituent Assembly on the 22nd July, 1947 and presented to the Nation on behalf of the women of India at the mid-night session of the assembly on August 14, 1947. "
G.K,Misslaneous, ,The president convenes and prorogues all sessions of Parliament in consultation with,the speaker,the prime minister,the prime minister and the leader of the Opposition in Lok Sabha,None of the above, ,B," No answer description available for this question. <a href=""discussion-159"">Let us discuss</a>. "
G.K,Misslaneous, ,The preamble to our constitution provided that India is,"a sovereign, socialist and democratic republic","a sovereign, socialist, secular and democratic republic",a sovereign republic with a socialist pattern of society,"a socialist, secular and democratic republic", ,B," No answer description available for this question. <a href=""discussion-147"">Let us discuss</a>. "
G.K,Misslaneous, ,The minimum age required to become a member of Rajya Sabha is,21 years,25 years,30 years,35 years, ,C," No answer description available for this question. <a href=""discussion-98"">Let us discuss</a>. "
G.K,Misslaneous, ,The president can be impeached for,violating the constitution,disregarding Parliament,for not taking the prime minister's advice,All of the above, ,A," No answer description available for this question. <a href=""discussion-154"">Let us discuss</a>. "
G.K,Misslaneous, ,The name of the union given in the Constitution is,Hindustan or Bharatavarsha,India or Hindustan,India or Bharat,Bharatadesh or India, ,C," No answer description available for this question. <a href=""discussion-106"">Let us discuss</a>. "
G.K,Misslaneous, ,The phrase 'procedure established by the law' means,"the judges in India cannot question the fairness or validity of a law, provided it is within the limits of the constitution",judges in India can question the fairness or validity of an undue law even if it is within the limits of the constitution,judges in India can declare a law invalid simply because in their opinion the law is not due or is unjust,None of the above, ,A," No answer description available for this question. <a href=""discussion-132"">Let us discuss</a>. "
G.K,Misslaneous, ,The national anthem was written by,Bankim Chandra Chatterjee,Rabindranath Tagore,Sarat Chandra Chatterjee,Aurobindo Ghosh, ,B," No answer description available for this question. <a href=""discussion-107"">Let us discuss</a>. "
G.K,Misslaneous, ,The member of a State Public Service Commission can be removed on the ground of misbehavior only after an enquiry has been conducted by the,Supreme Court of India,High Court of the state,committee appointed by the president,None of the above, ,A," No answer description available for this question. <a href=""discussion-81"">Let us discuss</a>. "
G.K,Misslaneous, ,The members of the standing committee are taken from the Lok Sabha and Rajya Sabha in the ratio of,two and one respectively,three and one respectively,four and one respectively,equal members for both the Houses, ,A," No answer description available for this question. <a href=""discussion-93"">Let us discuss</a>. "
